Aerofoil,AR,TaperRatio,SparHeight,SparWidth,BatteryMass,MaxStress
Avistar,4,0.25,0.01,0.01,0.0746022691584904,6692353.336758888
Avistar,4,0.3,0.0125,0.0125,0.0740318657149889,3471550.875573278
Avistar,4,0.35,0.015000000000000001,0.015000000000000001,0.07336697164650285,2033147.3512366386
Avistar,4,0.39999999999999997,0.015000000000000001,0.0175,0.07379354327767887,1761917.5679153928
Avistar,4,0.44999999999999996,0.0175,0.0175,0.07449105642473138,1307616.906203874
Avistar,4,0.49999999999999994,0.0175,0.020000000000000004,0.0750934918806147,1154901.3922456517
Avistar,4,0.5499999999999999,0.020000000000000004,0.020000000000000004,0.0756428698839771,891911.2512353694
Avistar,4,0.5999999999999999,0.020000000000000004,0.022500000000000003,0.07615168929925228,799218.228429184
Avistar,4,0.6499999999999999,0.022500000000000003,0.022500000000000003,0.07661946395893274,636237.4940019809
Avistar,4,0.7,0.022500000000000003,0.025,0.07706101167677983,576642.7160495489
Avistar,4,0.7499999999999999,0.025,0.025,0.07747138039415505,470157.5830515287
Avistar,4,0.7999999999999998,0.025,0.025,0.07785618504239282,473063.62260006776
Avistar,4,0.8499999999999999,0.025,0.027500000000000004,0.07821683176252262,432556.88993615145
Avistar,4,0.8999999999999999,0.027500000000000004,0.027500000000000004,0.07855120144602577,359441.66292064317
Avistar,4,0.9499999999999998,0.027500000000000004,0.027500000000000004,0.07888060872251433,361297.95284053293
Avistar,4,0.9999999999999998,0.027500000000000004,0.030000000000000006,0.07916975278355592,332806.30924239237
Avistar,5,0.25,0.01,0.01,0.0717184848403868,
Avistar,5,0.3,0.01,0.0125,0.07188311226394783,
Avistar,5,0.35,0.0125,0.0125,0.07250028148962978,
Avistar,5,0.39999999999999997,0.015000000000000001,0.015000000000000001,0.0730319989406183,
Avistar,5,0.44999999999999996,0.015000000000000001,0.015000000000000001,0.07351022076971667,
Avistar,5,0.49999999999999994,0.0175,0.0175,0.0739538511132909,
Avistar,5,0.5499999999999999,0.0175,0.0175,0.07436996360070693,
Avistar,5,0.5999999999999999,0.020000000000000004,0.015000000000000001,0.07476141407961658,
Avistar,5,0.6499999999999999,0.020000000000000004,0.020000000000000004,0.07512423087860391,
Avistar,5,0.7,0.020000000000000004,0.022500000000000003,0.07546927344069292,
Avistar,5,0.7499999999999999,0.022500000000000003,0.022500000000000003,0.07579051819506029,
Avistar,5,0.7999999999999998,0.022500000000000003,0.022500000000000003,0.0760929388953175,
Avistar,5,0.8499999999999999,0.022500000000000003,0.025,0.07637688389712324,
Avistar,5,0.8999999999999999,0.025,0.022500000000000003,0.07664164393200114,
Avistar,5,0.9499999999999998,0.025,0.025,0.07689899445438243,
Avistar,5,0.9999999999999998,0.025,0.025,0.07713054333281094,
Avistar,6,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,6,0.3,0.01,0.01,0.07157931072793235,8304226.817643263
Avistar,6,0.35,0.0125,0.01,0.07202578087797341,5378587.46901461
Avistar,6,0.39999999999999997,0.0125,0.0125,0.07244269589380965,4350325.402320145
Avistar,6,0.44999999999999996,0.015000000000000001,0.0125,0.07282893955823999,3051741.6953834393
Avistar,6,0.49999999999999994,0.015000000000000001,0.015000000000000001,0.07319396471246617,2566982.159210278
Avistar,6,0.5499999999999999,0.015000000000000001,0.0175,0.07353916692825814,2219405.6750465515
Avistar,6,0.5999999999999999,0.0175,0.0175,0.0738658774207403,1643763.6548145688
Avistar,6,0.6499999999999999,0.0175,0.0175,0.07416984830728993,1656144.766942819
Avistar,6,0.7,0.020000000000000004,0.015000000000000001,0.07446002466388792,1489725.4410850813
Avistar,6,0.7499999999999999,0.020000000000000004,0.020000000000000004,0.07473020039907599,1124654.4698988763
Avistar,6,0.7999999999999998,0.020000000000000004,0.020000000000000004,0.0749851848173514,1131605.9484792168
Avistar,6,0.8499999999999999,0.020000000000000004,0.022500000000000003,0.07522466336621483,1011717.0412983284
Avistar,6,0.8999999999999999,0.022500000000000003,0.022500000000000003,0.07544883922093035,803756.6358360783
Avistar,6,0.9499999999999998,0.022500000000000003,0.022500000000000003,0.07566417544247546,807907.5328940981
Avistar,6,0.9999999999999998,0.022500000000000003,0.025,0.07586195346238779,730665.7965892947
Avistar,7,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,7,0.3,0.01,0.01,0.0712965334617989,8969590.117651783
Avistar,7,0.35,0.01,0.01,0.07166756831424802,9077403.8308306
Avistar,7,0.39999999999999997,0.0125,0.0125,0.07202159775271513,4698888.481022283
Avistar,7,0.44999999999999996,0.0125,0.0125,0.07235331076797115,4746611.18551192
Avistar,7,0.49999999999999994,0.015000000000000001,0.01,0.07266971818514725,4158986.437820236
Avistar,7,0.5499999999999999,0.015000000000000001,0.015000000000000001,0.07296987402764364,2796770.7997739143
Avistar,7,0.5999999999999999,0.015000000000000001,0.015000000000000001,0.07325480552806868,2819376.9009243115
Avistar,7,0.6499999999999999,0.0175,0.015000000000000001,0.07352052516823392,2086980.932085297
Avistar,7,0.7,0.0175,0.0175,0.0737747401270048,1801427.2737947402
Avistar,7,0.7499999999999999,0.0175,0.0175,0.07401128162266638,1813294.5215241127
Avistar,7,0.7999999999999998,0.020000000000000004,0.015000000000000001,0.07423492602965141,1629698.8277488207
Avistar,7,0.8499999999999999,0.020000000000000004,0.020000000000000004,0.07444489036036653,1229376.7134027868
Avistar,7,0.8999999999999999,0.020000000000000004,0.020000000000000004,0.07464203557856736,1236105.4853312655
Avistar,7,0.9499999999999998,0.020000000000000004,0.022500000000000003,0.07482933186003833,1104434.8373623495
Avistar,7,0.9999999999999998,0.022500000000000003,0.0175,0.07500451733135753,1127441.8011644864
Avistar,8,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,8,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,8,0.35,0.01,0.01,0.07140583363545415,9704152.88467354
Avistar,8,0.39999999999999997,0.01,0.01,0.07171841378971368,9811177.898796882
Avistar,8,0.44999999999999996,0.0125,0.0125,0.07201316325848162,5074340.801261281
Avistar,8,0.49999999999999994,0.0125,0.0125,0.0722959766434486,5121957.337200074
Avistar,8,0.5499999999999999,0.015000000000000001,0.01,0.07256456250374663,4484810.623751883
Avistar,8,0.5999999999999999,0.015000000000000001,0.015000000000000001,0.07281994826962854,3014040.687840935
Avistar,8,0.6499999999999999,0.015000000000000001,0.015000000000000001,0.073058506342666,3036742.963564068
Avistar,8,0.7,0.015000000000000001,0.0175,0.0732870383645408,2621236.981117275
Avistar,8,0.7499999999999999,0.0175,0.0175,0.07349947835258723,1938493.383102119
Avistar,8,0.7999999999999998,0.0175,0.0175,0.07370061456048589,1950475.192263449
Avistar,8,0.8499999999999999,0.0175,0.0175,0.07388931078180835,1961809.3360647075
Avistar,8,0.8999999999999999,0.0175,0.020000000000000004,0.07406693098600195,1725978.577733978
Avistar,8,0.9499999999999998,0.020000000000000004,0.020000000000000004,0.07423393011780563,1328276.818101636
Avistar,8,0.9999999999999998,0.020000000000000004,0.020000000000000004,0.07439273468661715,1334760.0641494922
Avistar,9,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,9,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,9,0.35,0.01,0.01,0.07121373211942786,10292808.465635484
Avistar,9,0.39999999999999997,0.01,0.01,0.07149696415606187,10406325.635500288
Avistar,9,0.44999999999999996,0.01,0.0125,0.07176457338779313,8409611.228023667
Avistar,9,0.49999999999999994,0.0125,0.0125,0.07202149482996972,5432656.149123547
Avistar,9,0.5499999999999999,0.0125,0.0125,0.07226610382702028,5479902.727590115
Avistar,9,0.5999999999999999,0.0125,0.015000000000000001,0.07249913433834826,4603496.9957521
Avistar,9,0.6499999999999999,0.015000000000000001,0.015000000000000001,0.07271722986453988,3220952.313385028
Avistar,9,0.7,0.015000000000000001,0.015000000000000001,0.07292846935612084,3243615.2777787135
Avistar,9,0.7499999999999999,0.015000000000000001,0.0175,0.07312415870210656,2798557.041973386
Avistar,9,0.7999999999999998,0.0175,0.015000000000000001,0.0733097972117909,2413589.911224835
Avistar,9,0.8499999999999999,0.0175,0.0175,0.07348461908379357,2080813.02738965
Avistar,9,0.8999999999999999,0.0175,0.0175,0.07364910391789026,2092201.9825687008
Avistar,9,0.9499999999999998,0.0175,0.0175,0.07380346406318562,2103006.8887642096
Avistar,9,0.9999999999999998,0.0175,0.020000000000000004,0.07395084029656755,1849112.6059437005
Avistar,10,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,10,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,10,0.35,0,0,SPAR FAIL,SPAR FAIL
Avistar,10,0.39999999999999997,0.01,0.01,0.0713334811377934,10969230.360526687
Avistar,10,0.44999999999999996,0.01,0.01,0.07158017750322793,11080635.715450173
Avistar,10,0.49999999999999994,0.0125,0.01,0.07181694616505072,7158152.989895733
Avistar,10,0.5499999999999999,0.0125,0.0125,0.07204282989183436,5776324.658451329
Avistar,10,0.5999999999999999,0.0125,0.0125,0.07225834255260936,5823014.283327648
Avistar,10,0.6499999999999999,0.0125,0.015000000000000001,0.07246037838209407,4889061.861640864
Avistar,10,0.7,0.015000000000000001,0.015000000000000001,0.072658052970204,3419070.7103668265
Avistar,10,0.7499999999999999,0.015000000000000001,0.015000000000000001,0.07284054160583546,3441594.4945430774
Avistar,10,0.7999999999999998,0.015000000000000001,0.015000000000000001,0.07301393788092467,3462866.957376203
Avistar,10,0.8499999999999999,0.015000000000000001,0.0175,0.07317777160306195,2985419.620588701
Avistar,10,0.8999999999999999,0.0175,0.0175,0.07333182089328089,2205374.530012332
Avistar,10,0.9499999999999998,0.0175,0.0175,0.07347611049936355,2216763.90117309
Avistar,10,0.9999999999999998,0.0175,0.0175,0.07361435850471143,2227583.80377581
Avistar,11,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,11,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,11,0.35,0,0,SPAR FAIL,SPAR FAIL
Avistar,11,0.39999999999999997,0.01,0.01,0.07121206967654663,11504625.859737057
Avistar,11,0.44999999999999996,0.01,0.01,0.07144205230441616,11621468.781714335
Avistar,11,0.49999999999999994,0.01,0.01,0.07166259658749843,11730522.175559796
Avistar,11,0.5499999999999999,0.0125,0.0125,0.07187336997851577,6058260.411687182
Avistar,11,0.5999999999999999,0.0125,0.0125,0.07207471064515338,6107228.903375209
Avistar,11,0.6499999999999999,0.0125,0.0125,0.07226373831281395,6153229.607688208
Avistar,11,0.7,0.0125,0.015000000000000001,0.07245042746299168,5163770.323515071
Avistar,11,0.7499999999999999,0.015000000000000001,0.015000000000000001,0.07262218632295436,3609574.757690459
Avistar,11,0.7999999999999998,0.015000000000000001,0.015000000000000001,0.07278561262336933,3631885.504932212
Avistar,11,0.8499999999999999,0.015000000000000001,0.015000000000000001,0.07294047811450105,3652990.265836573
Avistar,11,0.8999999999999999,0.015000000000000001,0.0175,0.07308598897162857,3148272.2141581983
Avistar,11,0.9499999999999998,0.0175,0.0125,0.07322201935982774,3254946.231396327
Avistar,11,0.9999999999999998,0.0175,0.0175,0.07335276436437249,2336309.603440592
Avistar,12,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,12,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,12,0.35,0,0,SPAR FAIL,SPAR FAIL
Avistar,12,0.39999999999999997,0,0,SPAR FAIL,SPAR FAIL
Avistar,12,0.44999999999999996,0.01,0.01,0.07133814518480205,12138228.265698904
Avistar,12,0.49999999999999994,0.01,0.01,0.07154528610293663,12252130.820746697
Avistar,12,0.5499999999999999,0.01,0.0125,0.07174355517643242,9886947.85908474
Avistar,12,0.5999999999999999,0.0125,0.0125,0.07193314443722053,6378792.55130666
Avistar,12,0.6499999999999999,0.0125,0.0125,0.07211137496021504,6426838.719981367
Avistar,12,0.7,0.0125,0.0125,0.07228894489938717,6472058.643439913
Avistar,12,0.7499999999999999,0.0125,0.015000000000000001,0.07245177013112505,5428912.1427268805
Avistar,12,0.7999999999999998,0.015000000000000001,0.015000000000000001,0.07260688185627007,3793380.6923884535
Avistar,12,0.8499999999999999,0.015000000000000001,0.015000000000000001,0.07275425413447156,3815423.8962348728
Avistar,12,0.8999999999999999,0.015000000000000001,0.015000000000000001,0.07289261637005276,3836306.931457797
Avistar,12,0.9499999999999998,0.015000000000000001,0.015000000000000001,0.07302171860021502,3856119.0417974945
Avistar,12,0.9999999999999998,0.015000000000000001,0.0175,0.07314615691449579,3321377.611388749
Avistar,13,0.25,0,0,SPAR FAIL,SPAR FAIL
Avistar,13,0.3,0,0,SPAR FAIL,SPAR FAIL
Avistar,13,0.35,0,0,SPAR FAIL,SPAR FAIL
Avistar,13,0.39999999999999997,0,0,SPAR FAIL,SPAR FAIL
Avistar,13,0.44999999999999996,0.01,0.01,0.0712565758627346,12633868.537232086
Avistar,13,0.49999999999999994,0.01,0.01,0.07145295759442916,12752422.075279748
Avistar,13,0.5499999999999999,0.01,0.01,0.07164117429807798,12863326.997969482
Avistar,13,0.5999999999999999,0.01,0.0125,0.0718213877483302,10373840.29039289
Avistar,13,0.6499999999999999,0.0125,0.0125,0.07199149888698307,6689265.823718824
Avistar,13,0.7,0.0125,0.0125,0.0721609675719796,6736332.212299883
Avistar,13,0.7499999999999999,0.0125,0.0125,0.07231752580351017,6780709.092962024
Avistar,13,0.7999999999999998,0.0125,0.015000000000000001,0.07246624387294301,5685517.159470963
Avistar,13,0.8499999999999999,0.015000000000000001,0.0125,0.07260798746400293,4765462.919005641
Avistar,13,0.8999999999999999,0.015000000000000001,0.015000000000000001,0.07274083959846697,3992954.8513659732
Avistar,13,0.9499999999999998,0.015000000000000001,0.015000000000000001,0.07286533297396502,4013575.949601882
Avistar,13,0.9999999999999998,0.015000000000000001,0.015000000000000001,0.07298564897044263,4033165.9929259974
CG Ultimate,4,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,4,0.3,0.01,0.01,0.0641866771413718,6780372.8038540585
CG Ultimate,4,0.35,0.01,0.0125,0.06403106930532457,5489497.848338924
CG Ultimate,4,0.39999999999999997,0.0125,0.0125,0.06506042836369817,3552025.8169174315
CG Ultimate,4,0.44999999999999996,0.0125,0.015000000000000001,0.0659384883640977,2990083.992186192
CG Ultimate,4,0.49999999999999994,0.015000000000000001,0.015000000000000001,0.06673862018375273,2095932.1562976644
CG Ultimate,4,0.5499999999999999,0.015000000000000001,0.0175,0.06749058864620713,1812137.1453671008
CG Ultimate,4,0.5999999999999999,0.0175,0.0175,0.06819944826288578,1342127.404009359
CG Ultimate,4,0.6499999999999999,0.0175,0.0175,0.0688722465871371,1352236.5397301572
CG Ultimate,4,0.7,0.0175,0.020000000000000004,0.06951210824785793,1191532.1428574861
CG Ultimate,4,0.7499999999999999,0.020000000000000004,0.020000000000000004,0.07011704610114036,918276.5293975166
CG Ultimate,4,0.7999999999999998,0.020000000000000004,0.020000000000000004,0.0706903911100636,923952.3878907568
CG Ultimate,4,0.8499999999999999,0.020000000000000004,0.022500000000000003,0.07123439845057963,826063.5050864001
CG Ultimate,4,0.8999999999999999,0.022500000000000003,0.0175,0.07174574512306928,843768.7007890233
CG Ultimate,4,0.9499999999999998,0.022500000000000003,0.022500000000000003,0.07224228989025795,659653.7383137853
CG Ultimate,4,0.9999999999999998,0.022500000000000003,0.022500000000000003,0.07269398978382974,662873.4719066584
CG Ultimate,5,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,5,0.3,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,5,0.35,0.01,0.01,0.06284439492455286,
CG Ultimate,5,0.39999999999999997,0.01,0.0125,0.063494652703672,
CG Ultimate,5,0.44999999999999996,0.0125,0.0125,0.06410786795289519,
CG Ultimate,5,0.49999999999999994,0.0125,0.0125,0.06468777900820122,
CG Ultimate,5,0.5499999999999999,0.015000000000000001,0.0125,0.06524304375600981,
CG Ultimate,5,0.5999999999999999,0.015000000000000001,0.015000000000000001,0.0657717802236291,
CG Ultimate,5,0.6499999999999999,0.015000000000000001,0.015000000000000001,0.06627728003114379,
CG Ultimate,5,0.7,0.0175,0.0125,0.06676164534053769,
CG Ultimate,5,0.7499999999999999,0.0175,0.0175,0.06722105610295366,
CG Ultimate,5,0.7999999999999998,0.0175,0.0175,0.06765786377740439,
CG Ultimate,5,0.8499999999999999,0.0175,0.020000000000000004,0.0680749785689726,
CG Ultimate,5,0.8999999999999999,0.020000000000000004,0.015000000000000001,0.06847005572985414,
CG Ultimate,5,0.9499999999999998,0.020000000000000004,0.020000000000000004,0.06884956202090635,
CG Ultimate,5,0.9999999999999998,0.020000000000000004,0.020000000000000004,0.06920422109419927,
CG Ultimate,6,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,6,0.3,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,6,0.35,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,6,0.39999999999999997,0.01,0.01,0.06236700830489838,8496729.301406533
CG Ultimate,6,0.44999999999999996,0.01,0.0125,0.06285936313559119,6866418.814612739
CG Ultimate,6,0.49999999999999994,0.0125,0.0125,0.06333051944241709,4435745.171115361
CG Ultimate,6,0.5499999999999999,0.0125,0.0125,0.06378496174222739,4474321.840893849
CG Ultimate,6,0.5999999999999999,0.0125,0.015000000000000001,0.06421993301468287,3758739.5573426476
CG Ultimate,6,0.6499999999999999,0.015000000000000001,0.015000000000000001,0.06463720531772,2629896.5512101254
CG Ultimate,6,0.7,0.015000000000000001,0.015000000000000001,0.06503954250641285,2648400.7841512556
CG Ultimate,6,0.7499999999999999,0.015000000000000001,0.015000000000000001,0.06542188678534737,2665847.632352893
CG Ultimate,6,0.7999999999999998,0.015000000000000001,0.0175,0.06578621032638306,2299135.8953228546
CG Ultimate,6,0.8499999999999999,0.0175,0.0175,0.06613545930289724,1698976.7224135199
CG Ultimate,6,0.8999999999999999,0.0175,0.0175,0.06646751492700237,1708275.7653775539
CG Ultimate,6,0.9499999999999998,0.0175,0.0175,0.06678550919819293,1717097.9343434323
CG Ultimate,6,0.9999999999999998,0.0175,0.020000000000000004,0.06708696159295194,1509794.1205033895
CG Ultimate,7,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,7,0.3,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,7,0.35,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,7,0.39999999999999997,0.01,0.01,0.06156344557608895,9177516.564496648
CG Ultimate,7,0.44999999999999996,0.01,0.01,0.06198381771253641,9270724.971702969
CG Ultimate,7,0.49999999999999994,0.01,0.01,0.06238865303059743,9357719.485095533
CG Ultimate,7,0.5499999999999999,0.0125,0.0125,0.06278068832411914,4832819.942009324
CG Ultimate,7,0.5999999999999999,0.0125,0.0125,0.0631572164515185,4871883.28479721
CG Ultimate,7,0.6499999999999999,0.0125,0.0125,0.06351911225725515,4908579.152264619
CG Ultimate,7,0.7,0.0125,0.015000000000000001,0.06386990215521149,4119263.6994106392
CG Ultimate,7,0.7499999999999999,0.015000000000000001,0.015000000000000001,0.0642036642050591,2879444.5411239383
CG Ultimate,7,0.7999999999999998,0.015000000000000001,0.015000000000000001,0.0645221958083889,2897242.360442348
CG Ultimate,7,0.8499999999999999,0.015000000000000001,0.015000000000000001,0.06482833701393897,2914078.1354732737
CG Ultimate,7,0.8999999999999999,0.015000000000000001,0.0175,0.06512005196737199,2511452.4146413025
CG Ultimate,7,0.9499999999999998,0.0175,0.0125,0.06539920436287347,2596548.842125361
CG Ultimate,7,0.9999999999999998,0.0175,0.0175,0.0656663351545788,1863730.3243739465
CG Ultimate,8,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,8,0.3,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,8,0.35,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,8,0.39999999999999997,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,8,0.44999999999999996,0.01,0.01,0.061348397147922874,9910821.877463438
CG Ultimate,8,0.49999999999999994,0.01,0.01,0.06170798019072317,10003822.924218895
CG Ultimate,8,0.5499999999999999,0.01,0.01,0.06205707738561582,10090823.903441738
CG Ultimate,8,0.5999999999999999,0.0125,0.01,0.062393224742614585,6510327.885736419
CG Ultimate,8,0.6499999999999999,0.0125,0.0125,0.06271669566883968,5247491.84103871
CG Ultimate,8,0.7,0.0125,0.0125,0.0630316598004079,5284413.753932426
CG Ultimate,8,0.7499999999999999,0.0125,0.0125,0.06333157286900042,5319225.843232215
CG Ultimate,8,0.7999999999999998,0.015000000000000001,0.01,0.06361814593975645,4645923.548238633
CG Ultimate,8,0.8499999999999999,0.015000000000000001,0.015000000000000001,0.0638940804922785,3115280.5660657166
CG Ultimate,8,0.8999999999999999,0.015000000000000001,0.015000000000000001,0.0641573907286986,3132331.4929246265
CG Ultimate,8,0.9499999999999998,0.015000000000000001,0.015000000000000001,0.06440936844074052,3148508.013277953
CG Ultimate,8,0.9999999999999998,0.015000000000000001,0.015000000000000001,0.0646521968326009,3163875.707613613
CG Ultimate,9,0.25,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,9,0.3,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,9,0.35,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,9,0.39999999999999997,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,9,0.44999999999999996,0,0,SPAR FAIL,SPAR FAIL
CG Ultimate,9,0.49999999999999994,0.01,0.01,0.061200512186873446,10610656.541256927
CG Ultimate,9,0.5499999999999999,0.01,0.01,0.06151792988102987,10702935.014824444
CG Ultimate,9,0.5999999999999999,0.01,0.01,0.06182414908620959,10789446.083793987
CG Ultimate,9,0.6499999999999999,0.01,0.0125,0.062119064507427976,8696571.246139577
CG Ultimate,9,0.7,0.0125,0.0125,0.062407539174295305,5604967.200001617
CG Ultimate,9,0.7499999999999999,0.0125,0.0125,0.06268247443523428,5641890.996618346
CG Ultimate,9,0.7999999999999998,0.0125,0.0125,0.0629455478817377,5676763.471200813
CG Ultimate,9,0.8499999999999999,0.0125,0.015000000000000001,0.06319940497420018,4758125.789297666
CG Ultimate,9,0.8999999999999999,0.015000000000000001,0.01,0.06344188715261481,4983508.889035169
CG Ultimate,9,0.9499999999999998,0.015000000000000001,0.015000000000000001,0.06367427260775212,3339497.0502135376
CG Ultimate,9,0.9999999999999998,0.015000000000000001,0.015000000000000001,0.06389918140752773,3355796.9515274563
CG Ultimate,10,0.25,0,0,SPAR FAIL,SPAR FAIL
